Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean,Unnamed: 0.1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artists_clean,track_name_clean
Sebastian Yatra - Tacones Rojos,223,,38,,1585145,251057848,Sebastian Yatra,Tacones Rojos,sebastian yatra,tacones rojos,88323.0,0XFS1o1xFNTpSkbRh6FihK,Sebastian Yatra,Halloween 2022 Perreo Vol. 5,Tacones Rojos,0.0,189320.0,False,0.748,0.856,11.0,-3.517,0.0,0.0348,0.0824,0.0,0.142,0.927,123.031,4.0,reggae,sebastian yatra,tacones rojos
Ellie Goulding - On My Mind,236,74.0,6,,1973250,250474623,Ellie Goulding,On My Mind,ellie goulding,on my mind,56764.0,5a7NdkF09AfD0H607eiOkX,Ellie Goulding,Delirium (Deluxe),On My Mind,66.0,213445.0,False,0.702,0.705,0.0,-6.666,1.0,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,4.0,indie-pop,ellie goulding,on my mind
"Earth, Wind & Fire - September",197,,46,,2219256,249524508,"Earth, Wind & Fire",September,"earth, wind & fire",september,25000.0,2grjqo0Frpf2okIBiifQKs,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,83.0,215093.0,False,0.697,0.832,9.0,-7.264,1.0,0.0298,0.168,0.00131,0.269,0.979,125.926,4.0,disco,"earth, wind & fire",september
Fifth Harmony - Worth It,443,2.0,10,,1367839,248749485,Fifth Harmony,Worth It,fifth harmony,worth it,20821.0,0ABEVL7pgQLokhBcNJmozw,Fifth Harmony,Worth It,Worth It,64.0,185256.0,False,0.858,0.78,8.0,-3.739,1.0,0.0738,0.0478,5.72e-05,0.133,0.602,99.984,4.0,dance,fifth harmony,worth it
Rauw Alejandro - Cúrame,200,,34,,1844807,244634675,Rauw Alejandro,Cúrame,rauw alejandro,cúrame,68804.0,1FlL8ycld6uVDDyhV7P5FA,Rauw Alejandro,VICE VERSA,Cúrame,79.0,164705.0,True,0.765,0.625,9.0,-3.599,0.0,0.0548,0.584,0.00111,0.112,0.262,102.101,4.0,latino,rauw alejandro,cúrame
Nirvana - Smells Like Teen Spirit,330,,92,,1158852,243807781,Nirvana,Smells Like Teen Spirit,nirvana,smells like teen spirit,2009.0,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,83.0,301920.0,False,0.502,0.912,1.0,-4.556,1.0,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4.0,alt-rock,nirvana,smells like teen spirit
Adele - When We Were Young,365,,22,,2321137,242254391,Adele,When We Were Young,adele,when we were young,11006.0,6O5TrlFWTYvznd9fMC0VvU,Adele,25,When We Were Young,79.0,290900.0,False,0.376,0.595,3.0,-5.936,1.0,0.0496,0.303,0.0,0.095,0.265,144.361,4.0,british,adele,when we were young
The Outfield - Your Love,177,,95,,1582046,239307588,The Outfield,Your Love,the outfield,your love,82050.0,4oDZ5L8izBals6jKBJDBcX,The Outfield,Play Deep,Your Love,76.0,216466.0,False,0.579,0.654,1.0,-12.421,0.0,0.0553,0.121,3.62e-06,0.0673,0.616,129.537,4.0,power-pop,the outfield,your love
Bad Bunny - TE MUDASTE,200,2.0,3,(x1),6125084,238397018,Bad Bunny,TE MUDASTE,bad bunny,te mudaste,68952.0,5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,TE MUDASTE,81.0,130013.0,True,0.811,0.637,10.0,-4.835,0.0,0.0591,0.234,0.000572,0.118,0.471,92.025,4.0,latino,bad bunny,te mudaste
Galantis - Runaway (U & I),606,,33,,791274,238314608,Galantis,Runaway (U & I),galantis,runaway (u & i),30552.0,46lFttIf5hnUZMGvjK0Wxo,Galantis,Pharmacy,Runaway (U & I),75.0,227073.0,False,0.506,0.805,1.0,-4.119,1.0,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4.0,edm,galantis,runaway (u & i)
Maroon 5 - Animals,432,67.0,3,(x7),1223931,238170822,Maroon 5,Animals,maroon 5,animals,81659.0,3h4T9Bg8OVSUYa6danHeH5,Maroon 5,V (Asia Tour Edition),Animals,70.0,231013.0,False,0.279,0.742,4.0,-6.46,0.0,0.0898,0.000185,0.0,0.593,0.328,189.868,4.0,pop,maroon 5,animals
Joel Adams - Please Don't Go,231,,25,,1627927,236122201,Joel Adams,Please Don't Go,joel adams,please don't go,103021.0,3cNjgVBKTJ1SvKhunrCdVy,Joel Adams,Please Don't Go,Please Don't Go,71.0,210580.0,False,0.513,0.768,4.0,-4.868,0.0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,4.0,soul,joel adams,please don't go
Katy Perry - Last Friday Night (T.G.I.F.),182,,101,,1626746,236059113,Katy Perry,Last Friday Night (T.G.I.F.),katy perry,last friday night (t.g.i.f.),20227.0,3kxjFpTR85S7ktQMluiRSD,Katy Perry,Almorzando solo,Last Friday Night (T.G.I.F.),0.0,230720.0,False,0.65,0.817,3.0,-3.826,0.0,0.0441,0.00124,1.14e-05,0.658,0.728,126.024,4.0,dance,katy perry,last friday night (t.g.i.f.)
Sophie Ellis-Bextor - Murder On The Dancefloor,110,,12,,3750617,235380074,Sophie Ellis-Bextor,Murder On The Dancefloor,sophie ellis-bextor,murder on the dancefloor,25194.0,0I1HETHnwPFoxwcgcWvTdB,Sophie Ellis-Bextor,De ese gran pop de los 00's,Murder On The Dancefloor,0.0,230013.0,False,0.735,0.848,1.0,-5.285,0.0,0.0308,0.00312,1.15e-05,0.313,0.864,117.317,4.0,disco,sophie ellis-bextor,murder on the dancefloor
MAGIC! - Rude,411,74.0,1,(x22),1529747,234925635,MAGIC!,Rude,magic!,rude,88350.0,6RtPijgfPKROxEzTHNRiDp,MAGIC!,Don't Kill the Magic,Rude,81.0,224840.0,False,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0,reggae,magic!,rude
Sam Hunt - Body Like A Back Road,306,,55,,1051671,234245896,Sam Hunt,Body Like A Back Road,sam hunt,body like a back road,19217.0,48cWThoEPUC17cVfrcPnSX,Sam Hunt,Tailgate Country,Body Like A Back Road,0.0,165386.0,False,0.732,0.458,5.0,-7.225,1.0,0.0311,0.447,0.0,0.136,0.661,98.942,4.0,country,sam hunt,body like a back road
Lil Nas X - STAR WALKIN' (League of Legends Worlds Anthem),159,,19,,2683801,234156278,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),lil nas x,star walkin' (league of legends worlds anthem),51259.0,38T0tPVZHcPZyhtOcCP7pF,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem),90.0,210575.0,True,0.637,0.715,2.0,-4.971,0.0,0.0455,0.148,0.0,0.0892,0.308,141.872,4.0,hip-hop,lil nas x,star walkin' (league of legends worlds anthem)
6ix9ine - GOOBA,138,14.0,2,(x1),4456057,233332921,6ix9ine,GOOBA,6ix9ine,gooba,33070.0,1XdbvPWz4lhyRBMz9cBy8b,6ix9ine,TattleTales,GOOBA,71.0,132303.0,True,0.611,0.688,1.0,-5.688,1.0,0.341,0.0264,0.0,0.251,0.393,178.462,4.0,emo,6ix9ine,gooba
Calvin Harris - Summer,446,12.0,4,,1465435,231081272,Calvin Harris,Summer,calvin harris,summer,31401.0,6YUTL4dYpB9xZO5qExPf05,Calvin Harris,Motion,Summer,82.0,222533.0,False,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4.0,electro,calvin harris,summer
Bad Bunny - La Difícil,147,16.0,4,,4944733,231054904,Bad Bunny,La Difícil,bad bunny,la difícil,68953.0,6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,YHLQMDLG,La Difícil,80.0,163084.0,True,0.685,0.848,8.0,-4.561,0.0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,4.0,latino,bad bunny,la difícil
Halsey - You should be sad,144,,16,,3087369,230085411,Halsey,You should be sad,halsey,you should be sad,31710.0,7lidXGPXPYLNThITAOTlkK,Halsey,Manic,You should be sad,73.0,205473.0,True,0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324,110.94,4.0,electro,halsey,you should be sad
Rita Ora - Let You Love Me,195,,24,,1908718,228571868,Rita Ora,Let You Love Me,rita ora,let you love me,30586.0,0Hijswm0F2WNL0vN5e4CyE,Rita Ora,Phoenix (Deluxe),Let You Love Me,56.0,190013.0,False,0.521,0.861,10.0,-3.138,1.0,0.319,0.261,0.0,0.0682,0.473,191.618,4.0,edm,rita ora,let you love me
Melanie Martinez - Play Date,188,,27,,1996619,223450524,Melanie Martinez,Play Date,melanie martinez,play date,31007.0,4DpNNXFMMxQEKl7r0ykkWA,Melanie Martinez,Cry Baby (Deluxe Edition),Play Date,79.0,179867.0,True,0.68,0.729,5.0,-5.077,1.0,0.0475,0.612,0.0,0.224,0.446,123.97,4.0,electro,melanie martinez,play date
Ariana Grande - One Last Time,436,2.0,9,,1311865,223382319,Ariana Grande,One Last Time,ariana grande,one last time,20306.0,7xoUc6faLbCqZO6fQEYprd,Ariana Grande,My Everything (Deluxe),One Last Time,83.0,197266.0,False,0.628,0.593,8.0,-5.036,1.0,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4.0,dance,ariana grande,one last time
WILLOW - Wait a Minute!,179,,25,,2061608,221479038,WILLOW,Wait a Minute!,willow,wait a minute!,81904.0,5e08a8D8T3z4LDXbUIjxKQ,WILLOW,ARDIPITHECUS,Wait a Minute!,69.0,196520.0,False,0.764,0.705,3.0,-5.279,0.0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,4.0,pop,willow,wait a minute!
Bad Bunny - Un Coco,172,,22,,4657868,218870748,Bad Bunny,Un Coco,bad bunny,un coco,68866.0,6VrQTLzzuyGIYjUDe4kAZk,Bad Bunny,Un Verano Sin Ti,Un Coco,87.0,196412.0,False,0.839,0.69,11.0,-4.464,1.0,0.0615,0.207,8.33e-06,0.176,0.744,151.991,4.0,latino,bad bunny,un coco
Demi Lovato - Cool for the Summer,297,,15,,1627374,215150925,Demi Lovato,Cool for the Summer,demi lovato,cool for the summer,20302.0,3uwnnTQcHM1rDqSfA4gQNz,Demi Lovato,Confident,Cool for the Summer,81.0,214739.0,True,0.583,0.61,5.0,-5.639,0.0,0.0382,0.00425,0.000105,0.14,0.336,114.06,4.0,dance,demi lovato,cool for the summer
Seafret - Atlantis,185,,55,,1447051,214635438,Seafret,Atlantis,seafret,atlantis,34014.0,1Fid2jjqsHViMX6xNH70hE,Seafret,Tell Me It's Real (Expanded Edition),Atlantis,90.0,229173.0,False,0.4,0.479,8.0,-7.989,0.0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,4.0,folk,seafret,atlantis
Halsey - Now Or Never,200,,28,,1921285,213751976,Halsey,Now Or Never,halsey,now or never,56562.0,7i2DJ88J7jQ8K7zqFX2fW8,Halsey,hopeless fountain kingdom (Deluxe),Now Or Never,67.0,214801.0,False,0.67,0.585,6.0,-4.861,0.0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,4.0,indie-pop,halsey,now or never
Billie Eilish - you should see me in a crown,229,,11,,3432074,213705386,Billie Eilish,you should see me in a crown,billie eilish,you should see me in a crown,31048.0,5mvAPEp2FA2myWJAE1FYt3,Billie Eilish,Halloween Party 2022,you should see me in a crown,0.0,180566.0,False,0.683,0.534,4.0,-10.348,1.0,0.189,0.519,0.247,0.148,0.284,150.469,4.0,electro,billie eilish,you should see me in a crown
Alphaville - Forever Young,128,,42,,2195933,212574346,Alphaville,Forever Young,alphaville,forever young,107110.0,4S1VYqwfkLit9mKVY3MXoo,Alphaville,Forever Young,Forever Young,72.0,226706.0,False,0.489,0.483,9.0,-9.466,0.0,0.0275,0.42,0.0028,0.236,0.333,136.822,4.0,synth-pop,alphaville,forever young
Lady Gaga - Bloody Mary,115,,17,,3099134,211824522,Lady Gaga,Bloody Mary,lady gaga,bloody mary,20213.0,2HJvS1fhaJbPxI9gT0mPjb,Lady Gaga,Pop & Halloween,Bloody Mary,11.0,244760.0,False,0.584,0.638,9.0,-6.437,0.0,0.0302,0.0134,3.06e-06,0.101,0.456,99.97,4.0,dance,lady gaga,bloody mary
Black Eyed Peas - Rock That Body,113,,18,,2627444,209516269,Black Eyed Peas,Rock That Body,black eyed peas,rock that body,20583.0,7yglOIWHwpJHRsIfQPFvVc,Black Eyed Peas,OO's Music Grandi Successi,Rock That Body,3.0,268840.0,False,0.715,0.907,7.0,-6.025,0.0,0.0993,0.0172,8.39e-05,0.426,0.841,124.991,4.0,dance,black eyed peas,rock that body
Selena Gomez - Bad Liar,151,1.0,5,,3460367,208271154,Selena Gomez,Bad Liar,selena gomez,bad liar,20294.0,1WrMD6on4zuCXVrYp5o8io,Selena Gomez,Queda poco para la PAES,Bad Liar,0.0,214647.0,False,0.965,0.414,1.0,-6.408,1.0,0.0712,0.189,0.0,0.0767,0.729,121.032,4.0,dance,selena gomez,bad liar
Selena Gomez - Same Old Love,267,,13,,1415228,207799516,Selena Gomez,Same Old Love,selena gomez,same old love,20704.0,6ZANrVuAMp2rpjhfbOuJly,Selena Gomez,Revival (Deluxe),Same Old Love,71.0,229080.0,False,0.672,0.593,11.0,-4.01,0.0,0.0304,0.0223,0.0,0.214,0.438,98.02,4.0,dance,selena gomez,same old love
Bebe Rexha - I'm a Mess,244,,47,,1266777,206816866,Bebe Rexha,I'm a Mess,bebe rexha,i'm a mess,20363.0,04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,Expectations,I'm a Mess,74.0,195519.0,False,0.63,0.694,11.0,-6.257,0.0,0.0253,0.00281,0.0,0.0719,0.216,97.005,4.0,dance,bebe rexha,i'm a mess
XXXTENTACION - Hope,276,,16,,3046403,206232211,XXXTENTACION,Hope,xxxtentacion,hope,33012.0,2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,?,Hope,86.0,110886.0,True,0.592,0.457,9.0,-6.081,0.0,0.0603,0.661,0.000331,0.146,0.225,146.04,4.0,emo,xxxtentacion,hope
OneRepublic - Rescue Me,184,,30,,1737721,204469447,OneRepublic,Rescue Me,onerepublic,rescue me,79013.0,4FJFz3htV3dahKGoa2mGzh,OneRepublic,pov: it's 2019,Rescue Me,0.0,159650.0,False,0.761,0.606,11.0,-7.742,0.0,0.0424,0.157,0.0,0.574,0.646,121.038,4.0,piano,onerepublic,rescue me
AC/DC - Highway to Hell,162,,53,,1927510,202644141,AC/DC,Highway to Hell,ac/dc,highway to hell,47011.0,2zYzyRzz6pRmhPzyfMEC8s,AC/DC,Highway to Hell,Highway to Hell,85.0,208400.0,False,0.574,0.913,6.0,-4.793,0.0,0.133,0.061,0.00158,0.156,0.423,115.728,4.0,hard-rock,ac/dc,highway to hell
Bad Bunny - Si Veo a Tu Mamá,141,12.0,6,,4742097,202506223,Bad Bunny,Si Veo a Tu Mamá,bad bunny,si veo a tu mamá,68903.0,41wtwzCZkXwpnakmwJ239F,Bad Bunny,YHLQMDLG,Si Veo a Tu Mamá,82.0,170971.0,False,0.9,0.603,2.0,-5.313,1.0,0.0646,0.402,4.81e-06,0.134,0.824,129.928,4.0,latino,bad bunny,si veo a tu mamá
Bazzi - I.F.L.Y.,220,,44,,1394588,201940166,Bazzi,I.F.L.Y.,bazzi,i.f.l.y.,31250.0,4a6q8CR2hzLk2plDkSxkfD,Bazzi,Soul Searching,I.F.L.Y.,74.0,165714.0,True,0.812,0.519,2.0,-4.823,1.0,0.0385,0.379,0.0,0.13,0.554,104.954,4.0,electro,bazzi,i.f.l.y.
Eartha Kitt - Santa Baby,127,,30,,5318317,201085219,Eartha Kitt,Santa Baby,eartha kitt,santa baby,64993.0,7esh5OJ7CP435rmXeGm305,Eartha Kitt,Classic Christmas Greatest Hits,Santa Baby,0.0,168949.0,False,0.467,0.237,5.0,-13.373,0.0,0.0542,0.892,3.46e-06,0.148,0.388,101.759,4.0,jazz,eartha kitt,santa baby
Taylor Swift - willow,133,7.0,1,(x1),7268039,200958507,Taylor Swift,willow,taylor swift,willow,81095.0,3AYtDDIbG4DQxnEFELeFag,Taylor Swift,Autumn Vibes 2022,willow,0.0,214706.0,False,0.392,0.579,7.0,-9.195,1.0,0.164,0.835,0.00179,0.145,0.549,80.961,4.0,pop,taylor swift,willow
Bad Bunny - Dos Mil 16,156,,17,,5637087,200015120,Bad Bunny,Dos Mil 16,bad bunny,dos mil 16,68860.0,4d4ZXH4dr5bYfgErHiZCX2,Bad Bunny,Un Verano Sin Ti,Dos Mil 16,87.0,208615.0,False,0.817,0.67,1.0,-6.534,1.0,0.0506,0.123,1.92e-06,0.128,0.495,130.058,3.0,latino,bad bunny,dos mil 16
Charlie Puth - One Call Away,292,,25,,1332187,199775336,Charlie Puth,One Call Away,charlie puth,one call away,20209.0,40z4EMfyGwTp5Tk48mu7Os,Charlie Puth,Music for Rainy Days,One Call Away,0.0,194453.0,False,0.667,0.613,1.0,-5.353,1.0,0.0345,0.4,0.0,0.115,0.472,91.024,4.0,dance,charlie puth,one call away
Bella Poarch - Build a Bitch,112,,20,,2925180,199535779,Bella Poarch,Build a Bitch,bella poarch,build a bitch,3008.0,7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Build a Bitch,76.0,122772.0,True,0.855,0.463,3.0,-7.454,1.0,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4.0,alternative,bella poarch,build a bitch
Bad Bunny - A Tu Merced,202,,39,,2314387,196946473,Bad Bunny,A Tu Merced,bad bunny,a tu merced,68968.0,4r9jkMEnArtWGH2rL2FZl0,Bad Bunny,YHLQMDLG,A Tu Merced,83.0,175918.0,False,0.86,0.791,0.0,-4.784,1.0,0.0568,0.169,0.000106,0.106,0.887,92.023,4.0,latino,bad bunny,a tu merced
Coldplay - Christmas Lights,174,,23,,4546342,196849440,Coldplay,Christmas Lights,coldplay,christmas lights,81748.0,6iH0uLBUSL8vcyiL8W9cRe,Coldplay,Merry Christmas,Christmas Lights,1.0,242495.0,False,0.315,0.418,7.0,-9.146,1.0,0.0299,0.131,0.000679,0.0836,0.237,129.116,4.0,pop,coldplay,christmas lights
AURORA - Runaway,144,,16,,2631344,196525293,AURORA,Runaway,aurora,runaway,81601.0,1v1oIWf2Xgh54kIWuKsDf6,AURORA,All My Demons Greeting Me As A Friend (Deluxe),Runaway,79.0,248826.0,False,0.422,0.302,11.0,-9.214,1.0,0.0372,0.629,7.83e-05,0.104,0.123,114.089,4.0,pop,aurora,runaway
Billie Eilish - all the good girls go to hell,210,4.0,6,,4044926,196278116,Billie Eilish,all the good girls go to hell,billie eilish,all the good girls go to hell,31036.0,5olaF84x7e8jKLmLsm4aA4,Billie Eilish,Twisted Halloween Hits,all the good girls go to hell,0.0,168839.0,False,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,4.0,electro,billie eilish,all the good girls go to hell
Michael Jackson - Human Nature,80,3.0,8,,3346306,196053048,Michael Jackson,Human Nature,michael jackson,human nature,103920.0,35lAjvsvS9k9HHuP1fjDT8,Michael Jackson,Thriller 25 Super Deluxe Edition,Human Nature,66.0,245560.0,False,0.638,0.511,2.0,-10.041,1.0,0.0289,0.541,0.00478,0.26,0.68,93.108,4.0,soul,michael jackson,human nature
Travis Scott - STARGAZING,164,8.0,2,(x1),7138624,193327090,Travis Scott,STARGAZING,travis scott,stargazing,53354.0,7wBJfHzpfI3032CSD7CE2m,Travis Scott,ASTROWORLD,STARGAZING,75.0,270714.0,True,0.487,0.789,8.0,-3.69,1.0,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4.0,house,travis scott,stargazing
King - Maan Meri Jaan,118,,25,,2163734,192967478,King,Maan Meri Jaan,king,maan meri jaan,51056.0,1418IuVKQPTYqt7QNJ9RXN,King,Champagne Talk,Maan Meri Jaan,66.0,194653.0,False,0.698,0.505,6.0,-8.242,0.0,0.0356,0.354,0.0,0.0995,0.396,95.868,4.0,hip-hop,king,maan meri jaan
Michael Jackson - Chicago,80,,12,,3223287,192867617,Michael Jackson,Chicago,michael jackson,chicago,103301.0,5BKKy9fIJL5uM9fz1SnqyP,Michael Jackson,XSCAPE,Chicago,80.0,245506.0,False,0.608,0.756,7.0,-2.675,0.0,0.176,0.0784,0.0,0.187,0.55,176.086,4.0,soul,michael jackson,chicago
Troye Sivan - YOUTH,288,,34,,1159781,191892520,Troye Sivan,YOUTH,troye sivan,youth,20911.0,0nhBKubnVz9yFNNprBniWz,Troye Sivan,Blue Neighbourhood (Deluxe),YOUTH,72.0,185194.0,False,0.628,0.737,7.0,-4.437,1.0,0.041,0.0625,0.0,0.0777,0.592,91.507,4.0,dance,troye sivan,youth
Sam Smith - Have Yourself A Merry Little Christmas,185,,16,,3993757,189215105,Sam Smith,Have Yourself A Merry Little Christmas,sam smith,have yourself a merry little christmas,81818.0,30v27OarRyhvCNNwlJYYU0,Sam Smith,JULMUSIK,Have Yourself A Merry Little Christmas,1.0,170964.0,False,0.438,0.178,5.0,-9.402,1.0,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1.0,pop,sam smith,have yourself a merry little christmas
The Weeknd - After Hours,123,11.0,4,,5999269,188920169,The Weeknd,After Hours,the weeknd,after hours,81109.0,0MnmtOOke4uQVBMAjIgwVZ,The Weeknd,Halloween Party 2022,After Hours,0.0,361946.0,False,0.651,0.567,5.0,-5.941,0.0,0.0317,0.0934,0.00991,0.124,0.138,108.953,4.0,pop,the weeknd,after hours
HVME - Goosebumps,172,,26,,2073656,188821386,HVME,Goosebumps,hvme,goosebumps,53063.0,20McUFi8KCIVdNDLrkTDuZ,HVME,Goosebumps,Goosebumps,75.0,163208.0,True,0.767,0.659,1.0,-7.429,1.0,0.0444,0.325,0.0,0.13,0.439,124.946,4.0,house,hvme,goosebumps
BLACKPINK - Kill This Love,145,7.0,4,,4003909,188202751,BLACKPINK,Kill This Love,blackpink,kill this love,65074.0,5GK7eDDTVz7CTge1wJrDQW,BLACKPINK,Kill This Love,Kill This Love,71.0,189052.0,False,0.738,0.861,2.0,-4.141,1.0,0.237,0.318,0.00182,0.325,0.58,131.98,4.0,k-pop,blackpink,kill this love
BØRNS - Electric Love,245,,60,,1264288,187558590,BØRNS,Electric Love,børns,electric love,91103.0,2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Dopamine,Electric Love,82.0,218106.0,False,0.611,0.797,6.0,-7.627,0.0,0.0533,0.00543,0.00137,0.26,0.518,120.041,4.0,rock,børns,electric love
Sebastian Yatra - Traicionera,336,,63,,825696,187379328,Sebastian Yatra,Traicionera,sebastian yatra,traicionera,88319.0,0b5L58Bor5ic69eJQVUcsb,Sebastian Yatra,Reggeaton Imperdible,Traicionera,4.0,230280.0,False,0.779,0.675,11.0,-4.976,1.0,0.0485,0.138,0.0,0.105,0.63,91.006,4.0,reggae,sebastian yatra,traicionera
Zara Larsson - Ruin My Life,161,,26,,1850552,186781512,Zara Larsson,Ruin My Life,zara larsson,ruin my life,30723.0,5tAa8Uaqr4VvA3693mbIhU,Zara Larsson,Ruin My Life,Ruin My Life,67.0,190931.0,True,0.665,0.699,11.0,-5.265,1.0,0.0578,0.423,0.0,0.0969,0.585,124.896,4.0,edm,zara larsson,ruin my life
Bad Bunny - Yo No Soy Celoso,122,1.0,10,,6728646,185622214,Bad Bunny,Yo No Soy Celoso,bad bunny,yo no soy celoso,68816.0,5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Un Verano Sin Ti,Yo No Soy Celoso,85.0,230704.0,True,0.872,0.588,0.0,-6.276,1.0,0.0492,0.275,0.0,0.17,0.93,142.004,4.0,latino,bad bunny,yo no soy celoso
Kodak Black - Tunnel Vision,221,,37,,1577385,184873540,Kodak Black,Tunnel Vision,kodak black,tunnel vision,51590.0,3F9SGJzTCkqIS3d99iz0p7,Kodak Black,Hiphopowe nowości,Tunnel Vision,0.0,268186.0,True,0.497,0.489,11.0,-7.724,0.0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4.0,hip-hop,kodak black,tunnel vision
LE SSERAFIM - ANTIFRAGILE,138,,50,,1608367,183319876,LE SSERAFIM,ANTIFRAGILE,le sserafim,antifragile,65951.0,4fsQ0K37TOXa3hEQfjEic1,LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,77.0,184444.0,False,0.882,0.797,10.0,-3.299,0.0,0.0819,0.0821,0.0,0.113,0.824,105.025,4.0,k-pop,le sserafim,antifragile
Pink Sweat$ - At My Worst,191,,66,,1221202,181892677,Pink Sweat$,At My Worst,pink sweat$,at my worst,15005.0,0ri0Han4IRJhzvERHOZTMr,Pink Sweat$,The Prelude,At My Worst,74.0,170344.0,False,0.813,0.415,0.0,-5.926,1.0,0.0349,0.777,0.0,0.131,0.667,91.921,4.0,chill,pink sweat$,at my worst
Sam Smith - Like I Can,352,,18,,1543015,181242697,Sam Smith,Like I Can,sam smith,like i can,20148.0,2bpZXHIBksZowrsrEExapt,Sam Smith,Autumn Vibes 2022,Like I Can,0.0,166346.0,False,0.628,0.683,7.0,-5.565,0.0,0.0467,0.246,0.0,0.176,0.462,99.8,4.0,dance,sam smith,like i can
Michael Jackson - Thriller,119,1.0,5,,5677948,179933901,Michael Jackson,Thriller,michael jackson,thriller,103565.0,7azo4rpSUh8nXgtonC6Pkq,Michael Jackson,Scream,Thriller,70.0,358053.0,False,0.764,0.887,11.0,-3.726,1.0,0.0744,0.0816,0.00011,0.847,0.72,118.427,4.0,soul,michael jackson,thriller
Tove Lo - Cool Girl,160,,24,,1688194,179251344,Tove Lo,Cool Girl,tove lo,cool girl,31206.0,1YeeP800KEmlmDygVMIrC2,Tove Lo,Concierto en la ducha,Cool Girl,0.0,199179.0,True,0.66,0.695,9.0,-7.076,0.0,0.113,0.313,7.17e-06,0.0752,0.204,101.997,4.0,electro,tove lo,cool girl
J Balvin - Sigo Extrañándote,240,,66,,1047876,176959602,J Balvin,Sigo Extrañándote,j balvin,sigo extrañándote,67144.0,5qNlMrawQu9DeWErxDeKZA,J Balvin,Carrete con besties,Sigo Extrañándote,0.0,201280.0,False,0.896,0.859,11.0,-4.232,0.0,0.21,0.154,0.000109,0.212,0.938,93.016,4.0,latin,j balvin,sigo extrañándote
Halsey - Graveyard,146,,25,,2312853,176927942,Halsey,Graveyard,halsey,graveyard,31614.0,2ufmtcIFdFpuUYBPXK5f67,Halsey,Manic,Graveyard,69.0,181805.0,False,0.667,0.583,11.0,-5.127,0.0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,4.0,electro,halsey,graveyard
Bad Bunny - Me Fui de Vacaciones,121,,12,,5804487,175931050,Bad Bunny,Me Fui de Vacaciones,bad bunny,me fui de vacaciones,68874.0,28GCbKgjlVD9eDmasGbe0T,Bad Bunny,Un Verano Sin Ti,Me Fui de Vacaciones,85.0,180929.0,False,0.714,0.645,10.0,-5.493,1.0,0.0514,0.229,0.00083,0.0942,0.434,85.046,4.0,latino,bad bunny,me fui de vacaciones
OneRepublic - Run,159,,54,,1425463,175482849,OneRepublic,Run,onerepublic,run,79021.0,3tjC9XdMwEF8KW82F6rV6f,OneRepublic,Frühstücksmusik Herbst/Winter 2022/2023,Run,0.0,169010.0,False,0.682,0.72,11.0,-8.173,0.0,0.0381,0.326,0.0,0.148,0.673,117.003,4.0,piano,onerepublic,run
