Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean,Unnamed: 0.1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artists_clean,track_name_clean
TOMORROW X TOGETHER - LO$ER=LO♡ER,9,,81,,1055484,7437353,TOMORROW X TOGETHER,LO$ER=LO♡ER,tomorrow x together,lo$er=lo♡er,65278.0,21aOLk12MksET8AsbU0SI6,TOMORROW X TOGETHER,The Chaos Chapter: FIGHT OR ESCAPE,LO$ER=LO♡ER,75.0,199919.0,False,0.644,0.867,11.0,-4.18,0.0,0.0383,0.001,0.0,0.105,0.687,124.997,4.0,k-pop,tomorrow x together,lo$er=lo♡er
Cyndi Lauper - Girls Just Want to Have Fun,6,,170,,1346106,7427123,Cyndi Lauper,Girls Just Want to Have Fun,cyndi lauper,girls just want to have fun,25053.0,4y1LsJpmMti1PfRQV9AWWe,Cyndi Lauper,She's So Unusual,Girls Just Want to Have Fun,79.0,238266.0,False,0.71,0.799,6.0,-4.897,1.0,0.0328,0.22,0.000602,0.349,0.725,120.372,4.0,disco,cyndi lauper,girls just want to have fun
Ben E. King - Stand by Me,6,,118,,1541433,7365441,Ben E. King,Stand by Me,ben e. king,stand by me,87002.0,3SdTKo2uVsxFblQjpScoHy,Ben E. King,Don't Play That Song (Mono),Stand by Me,80.0,180055.0,False,0.65,0.306,9.0,-9.443,1.0,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4.0,r-n-b,ben e. king,stand by me
Thomas Rhett - Marry Me,13,,167,,619232,7333207,Thomas Rhett,Marry Me,thomas rhett,marry me,19753.0,0OWZFobGSIW9GrSlQ9C5pc,Thomas Rhett,Life Changes,Marry Me,70.0,205453.0,False,0.333,0.412,3.0,-8.633,1.0,0.029,0.0977,0.0,0.113,0.474,85.028,4.0,country,thomas rhett,marry me
XXXTENTACION - STARING AT THE SKY,6,,19,,2360561,7226706,XXXTENTACION,STARING AT THE SKY,xxxtentacion,staring at the sky,33482.0,4KpKyRFwN0gcwj58Uqjv7q,XXXTENTACION,SKINS,STARING AT THE SKY,57.0,85123.0,False,0.557,0.338,5.0,-9.892,1.0,0.0257,0.134,0.00184,0.14,0.689,140.935,4.0,emo,xxxtentacion,staring at the sky
Selena Gomez - Dance Again,7,,41,,1848331,7223853,Selena Gomez,Dance Again,selena gomez,dance again,20379.0,7uWHmvFjivPp1w4wQYf2B7,Selena Gomez,pov: it's 2020,Dance Again,0.0,170498.0,False,0.784,0.552,1.0,-7.261,0.0,0.0874,0.0447,0.0,0.196,0.464,111.984,4.0,dance,selena gomez,dance again
Frank Ocean - Thinkin Bout You,10,,113,,1289884,7169918,Frank Ocean,Thinkin Bout You,frank ocean,thinkin bout you,103303.0,7DfFc7a6Rwfi3YQMRbDMau,Frank Ocean,channel ORANGE,Thinkin Bout You,78.0,200746.0,False,0.721,0.339,0.0,-11.195,1.0,0.0532,0.409,0.00153,0.0973,0.2,129.83,4.0,soul,frank ocean,thinkin bout you
George Ezra - Blame It on Me,49,,120,,213596,7109516,George Ezra,Blame It on Me,george ezra,blame it on me,99978.0,2vzMWO0T008m86yDnXwkII,George Ezra,Wanted on Voyage (Expanded Edition),Blame It on Me,68.0,196400.0,False,0.537,0.757,3.0,-3.374,1.0,0.0274,0.473,0.0,0.341,0.421,103.882,4.0,singer-songwriter,george ezra,blame it on me
Zoe Wees - Girls Like Us,9,,167,,828869,6944174,Zoe Wees,Girls Like Us,zoe wees,girls like us,39170.0,5SFXOMJJ334Wn2PwBHeRZN,Zoe Wees,Girls Like Us,Girls Like Us,68.0,189000.0,False,0.444,0.648,1.0,-4.955,1.0,0.0476,0.288,0.0,0.059,0.171,125.706,5.0,german,zoe wees,girls like us
Foo Fighters - Everlong,6,,53,,1361743,6878218,Foo Fighters,Everlong,foo fighters,everlong,2367.0,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,The Colour And The Shape,Everlong,84.0,250546.0,False,0.413,0.881,11.0,-5.541,0.0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4.0,alt-rock,foo fighters,everlong
Demi Lovato - Dancing With The Devil,8,,91,,1010499,6843710,Demi Lovato,Dancing With The Devil,demi lovato,dancing with the devil,20734.0,2Wpr8kAVSHp5RvTXhBWtwp,Demi Lovato,Halloween Party 2022,Dancing With The Devil,2.0,243992.0,False,0.392,0.642,0.0,-5.813,0.0,0.0431,0.269,0.0,0.11,0.129,75.279,4.0,dance,demi lovato,dancing with the devil
Young Thug - Best Friend,27,,174,,285931,6833107,Young Thug,Best Friend,young thug,best friend,51341.0,616iXZO76Rq81MEfFBktME,Young Thug,Trap Masters,Best Friend,4.0,213000.0,True,0.959,0.598,8.0,-5.534,1.0,0.0713,0.0358,0.0,0.358,0.408,127.028,4.0,hip-hop,young thug,best friend
Charlie Puth - That's Hilarious,7,,71,,1293520,6805417,Charlie Puth,That's Hilarious,charlie puth,that's hilarious,20262.0,1EFtJ2XXzkHhpb6tcLyauv,Charlie Puth,US Pop 20s,That's Hilarious,1.0,146855.0,True,0.714,0.442,6.0,-5.909,1.0,0.0605,0.742,0.0,0.114,0.546,108.039,4.0,dance,charlie puth,that's hilarious
Nessa Barrett - die first,8,,169,,887133,6682118,Nessa Barrett,die first,nessa barrett,die first,31109.0,21szgNA72iLwvBxHQLgwBh,Nessa Barrett,die first,die first,81.0,177108.0,False,0.444,0.669,8.0,-6.727,0.0,0.125,0.0669,0.0,0.124,0.44,183.441,4.0,electro,nessa barrett,die first
The Chainsmokers - Kills You Slowly,8,,77,,1287097,6675666,The Chainsmokers,Kills You Slowly,the chainsmokers,kills you slowly,30911.0,2PgMUAn2bBpm8gz6yAXvVL,The Chainsmokers,World War Joy,Kills You Slowly,53.0,213320.0,True,0.696,0.439,1.0,-8.77,0.0,0.055,0.0636,0.0,0.127,0.229,149.923,4.0,edm,the chainsmokers,kills you slowly
The Script - Hall of Fame,47,,145,,152909,6666888,The Script,Hall of Fame,the script,hall of fame,91805.0,0FB5ILDICqwK6xj7W1RP9u,The Script,#3 Deluxe Version,Hall of Fame,60.0,201093.0,False,0.511,0.872,10.0,-4.414,1.0,0.0491,0.0807,0.0,0.0975,0.511,84.953,4.0,rock,the script,hall of fame
Jin - Yours,6,,45,,1402458,6618670,Jin,Yours,jin,yours,65125.0,66sBTYlkaiyBwf4fhbIHlZ,JIN,Jirisan (Original Television Soundtrack) Pt. 4,Yours,75.0,264840.0,False,0.488,0.427,6.0,-7.383,1.0,0.0382,0.354,0.0,0.0797,0.157,72.035,4.0,k-pop,jin,yours
J Balvin - Negro,7,,51,,1711077,6571534,J Balvin,Negro,j balvin,negro,67083.0,3JTIbs8AwBIeyxB6fCzcZ6,J Balvin,Perreo Tenebroso Vol. 3,Negro,0.0,182506.0,False,0.791,0.907,0.0,-2.223,1.0,0.0884,0.0132,0.211,0.245,0.828,164.107,4.0,latin,j balvin,negro
"Elton John - Rocket Man (I Think It's Going To Be A Long, Long Time)",10,,145,,722215,6543481,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",elton john,"rocket man (i think it's going to be a long, long time)",79076.0,3gdewACMIVMEWVbyb8O9sY,Elton John,Honky Chateau,"Rocket Man (I Think It's Going To Be A Long, Long Time)",81.0,281613.0,False,0.601,0.532,10.0,-9.119,1.0,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4.0,piano,elton john,"rocket man (i think it's going to be a long, long time)"
ABBA - I Still Have Faith In You,5,,44,,2391290,6518654,ABBA,I Still Have Faith In You,abba,i still have faith in you,106315.0,3ddxe0WYUpNPtSnHgQOad5,ABBA,I Still Have Faith In You / Don't Shut Me Down,I Still Have Faith In You,61.0,310720.0,False,0.207,0.363,5.0,-7.296,1.0,0.0306,0.418,5.24e-06,0.128,0.358,74.278,3.0,swedish,abba,i still have faith in you
Sidhu Moose Wala - The Last Ride,7,,124,,1005191,6457066,Sidhu Moose Wala,The Last Ride,sidhu moose wala,the last ride,51023.0,7B4uYqxTpTOS1sgxFB9Ann,Sidhu Moose Wala,The Last Ride,The Last Ride,77.0,262247.0,False,0.792,0.647,10.0,-5.447,0.0,0.334,0.0299,0.0,0.119,0.638,89.029,4.0,hip-hop,sidhu moose wala,the last ride
Arctic Monkeys - Star Treatment,6,,19,,2235484,6399280,Arctic Monkeys,Star Treatment,arctic monkeys,star treatment,38125.0,0b93tWwuoAC0nXe1CfR30I,Arctic Monkeys,Tranquility Base Hotel & Casino,Star Treatment,59.0,354640.0,False,0.581,0.767,7.0,-5.026,0.0,0.0527,0.243,0.00131,0.141,0.673,120.07,4.0,garage,arctic monkeys,star treatment
AJR - World's Smallest Violin,8,,181,,819627,6391521,AJR,World's Smallest Violin,ajr,world's smallest violin,91015.0,68EkhVWIeULhHxcbi1QhzK,AJR,OK ORCHESTRA,World's Smallest Violin,80.0,180746.0,True,0.68,0.697,5.0,-7.01,1.0,0.0484,0.121,0.0,0.661,0.684,116.033,4.0,rock,ajr,world's smallest violin
Frank Ocean - Nikes,16,,102,,522197,6281475,Frank Ocean,Nikes,frank ocean,nikes,103504.0,19YKaevk2bce4odJkP5L22,Frank Ocean,Blonde,Nikes,72.0,314075.0,True,0.633,0.395,8.0,-9.638,1.0,0.0857,0.692,0.000222,0.108,0.123,138.023,4.0,soul,frank ocean,nikes
BTS - Best Of Me,9,,66,,987319,6178432,BTS,Best Of Me,bts,best of me,65375.0,5C6A1WXVfKvBBQmaFFnBgs,BTS,Love Yourself 承 'Her',Best Of Me,69.0,227191.0,False,0.655,0.756,8.0,-4.388,1.0,0.07,0.0298,0.0,0.396,0.469,121.936,4.0,k-pop,bts,best of me
Bad Bunny - Si Estuviésemos Juntos,8,,177,,853411,6173224,Bad Bunny,Si Estuviésemos Juntos,bad bunny,si estuviésemos juntos,68951.0,35wvL50xvKpCHEJPxLOLPI,Bad Bunny,X 100PRE,Si Estuviésemos Juntos,83.0,169247.0,True,0.672,0.594,1.0,-6.813,0.0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,4.0,latino,bad bunny,si estuviésemos juntos
Red Hot Chili Peppers - Scar Tissue,5,,165,,1297934,6165165,Red Hot Chili Peppers,Scar Tissue,red hot chili peppers,scar tissue,2404.0,1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,79.0,215906.0,False,0.595,0.717,0.0,-4.803,1.0,0.0295,0.0779,0.00274,0.108,0.547,88.969,4.0,alt-rock,red hot chili peppers,scar tissue
Blind Channel - Dark Side,6,,62,,1288760,6130561,Blind Channel,Dark Side,blind channel,dark side,110787.0,1ovFnZv6mUe0LzAbfVqOmh,Blind Channel,Dark Side,Dark Side,55.0,177789.0,False,0.571,0.955,7.0,-3.795,1.0,0.105,0.00254,1.55e-06,0.274,0.437,98.01,4.0,trance,blind channel,dark side
BTS - Outro : Ego,6,,81,,1296478,6086307,BTS,Outro : Ego,bts,outro : ego,65544.0,2LVw2bIK99go1NdD77dUCW,BTS,MAP OF THE SOUL : 7,Outro : Ego,66.0,196198.0,False,0.808,0.903,0.0,-3.106,1.0,0.0957,0.0121,0.000248,0.0993,0.473,116.988,4.0,k-pop,bts,outro : ego
Little Mix - Power,14,,176,,498174,6036373,Little Mix,Power,little mix,power,20767.0,0lUSd7TCG8srh6HpIAEIWL,Little Mix,Glory Days (Expanded Edition),Power,78.0,247840.0,False,0.566,0.855,7.0,-4.016,1.0,0.211,0.0372,0.000157,0.181,0.517,172.966,4.0,dance,little mix,power
6ix9ine - PUNANI,8,,127,,904824,5957364,6ix9ine,PUNANI,6ix9ine,punani,33320.0,3ld2fjhbRmMXHOeF1nzOdr,6ix9ine,TattleTales,PUNANI,57.0,115254.0,True,0.841,0.541,9.0,-7.121,1.0,0.229,0.0186,0.0,0.123,0.42,97.961,4.0,emo,6ix9ine,punani
BTS - Interlude : Shadow,6,,73,,1398230,5917118,BTS,Interlude : Shadow,bts,interlude : shadow,65579.0,7om4LRoSct9hiMPo0fPn7m,BTS,MAP OF THE SOUL : 7,Interlude : Shadow,67.0,259821.0,False,0.384,0.798,9.0,-6.439,0.0,0.434,0.115,0.0,0.181,0.146,149.854,4.0,k-pop,bts,interlude : shadow
Pamungkas - To the Bone,8,,154,,781233,5909677,Pamungkas,To the Bone,pamungkas,to the bone,99263.0,3pCt2wRdBDa2kCisIdHWgF,Pamungkas,Flying Solo,To the Bone,78.0,344571.0,False,0.668,0.727,7.0,-6.55,0.0,0.027,0.514,1.9e-05,0.1,0.939,139.991,4.0,singer-songwriter,pamungkas,to the bone
Frank Ocean - Ivy,16,,119,,472271,5905702,Frank Ocean,Ivy,frank ocean,ivy,103200.0,2ZWlPOoWh0626oTaHrnl2a,Frank Ocean,Blonde,Ivy,81.0,249191.0,True,0.575,0.386,9.0,-9.584,0.0,0.037,0.785,0.000289,0.229,0.466,116.408,4.0,soul,frank ocean,ivy
XXXTENTACION - I Don't Wanna Do This Anymore,7,,56,,1415066,5775423,XXXTENTACION,I Don't Wanna Do This Anymore,xxxtentacion,i don't wanna do this anymore,33008.0,5de9Ho64dovuQI8Uhn5gPD,XXXTENTACION,Revenge,I Don't Wanna Do This Anymore,77.0,87560.0,True,0.433,0.778,4.0,-7.681,1.0,0.041,0.843,0.0,0.139,0.764,114.208,4.0,emo,xxxtentacion,i don't wanna do this anymore
Suki Waterhouse - Good Looking,7,,168,,876106,5748402,Suki Waterhouse,Good Looking,suki waterhouse,good looking,56153.0,3L3G4XFQqtFe9a3azMacZ5,Suki Waterhouse,Good Looking,Good Looking,80.0,214800.0,False,0.377,0.558,4.0,-9.076,1.0,0.0299,0.0789,0.000342,0.125,0.267,149.971,3.0,indie-pop,suki waterhouse,good looking
John Mayer - Love on the Weekend,12,,64,,852960,5649383,John Mayer,Love on the Weekend,john mayer,love on the weekend,99583.0,0oiCeOPwm4zhwfyIpAE37y,John Mayer,The Search for Everything,Love on the Weekend,66.0,212320.0,False,0.718,0.583,7.0,-7.884,1.0,0.0288,0.623,0.000681,0.0612,0.422,119.971,4.0,singer-songwriter,john mayer,love on the weekend
Thomas Jack - Rivers,25,,135,,263466,5559513,Thomas Jack,Rivers,thomas jack,rivers,23210.0,3NBDgwEAGMj0aKRsU8zoO9,Thomas Jack,Rivers,Rivers,56.0,207832.0,False,0.574,0.809,0.0,-5.787,0.0,0.0565,0.149,6.99e-06,0.129,0.471,122.005,4.0,deep-house,thomas jack,rivers
BTS - Go Go,9,,102,,748348,5465447,BTS,Go Go,bts,go go,65272.0,5vOT8VO87TAnUjh0oADwb1,BTS,Love Yourself 承 'Her',Go Go,71.0,235779.0,False,0.856,0.617,10.0,-5.308,0.0,0.084,0.171,0.0,0.0857,0.759,136.081,4.0,k-pop,bts,go go
TOMORROW X TOGETHER - Good Boy Gone Bad,5,,81,,1258875,5437670,TOMORROW X TOGETHER,Good Boy Gone Bad,tomorrow x together,good boy gone bad,65174.0,1HsSIPLTQT354yJcQGfEY3,TOMORROW X TOGETHER,minisode 2: Thursday's Child,Good Boy Gone Bad,78.0,191038.0,False,0.475,0.695,1.0,-5.919,1.0,0.102,0.0159,0.0,0.125,0.552,100.009,4.0,k-pop,tomorrow x together,good boy gone bad
Ava Max - Who's Laughing Now,8,,171,,747985,5412601,Ava Max,Who's Laughing Now,ava max,who's laughing now,20628.0,3sGmuJB7VYSPoFYjpldx8a,Ava Max,Good Enough - Easy Pop,Who's Laughing Now,2.0,180348.0,False,0.648,0.641,7.0,-5.521,1.0,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,4.0,dance,ava max,who's laughing now
Jessie Ware - Say You Love Me,33,,102,,209956,5405054,Jessie Ware,Say You Love Me,jessie ware,say you love me,11154.0,7fex2V7RzWl9nCKyILjibB,Jessie Ware,Tough Love (Deluxe),Say You Love Me,62.0,257483.0,False,0.387,0.413,7.0,-8.95,1.0,0.0559,0.162,1.56e-05,0.262,0.249,173.73,3.0,british,jessie ware,say you love me
ABBA - Happy New Year,6,,107,,1261255,5400891,ABBA,Happy New Year,abba,happy new year,106038.0,6jdkCbkSERk9RLfKzl4syv,ABBA,Best Christmas Songs 2022 | For under the Mistletoe,Happy New Year,2.0,263693.0,False,0.51,0.375,9.0,-9.194,1.0,0.0288,0.812,0.0,0.145,0.25,132.555,4.0,swedish,abba,happy new year
grandson - Blood // Water,8,,176,,698972,5363195,grandson,Blood // Water,grandson,blood // water,2010.0,0AUyNF6iFxMNQsNx2nhtrw,grandson,Blood // Water,Blood // Water,75.0,216720.0,False,0.51,0.882,8.0,-5.659,0.0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4.0,alt-rock,grandson,blood // water
David Kushner - Miserable Man,6,,114,,1029119,5337926,David Kushner,Miserable Man,david kushner,miserable man,99301.0,6gPPoRYJwCsoB2VVdPJfmo,David Kushner,Miserable Man,Miserable Man,71.0,232991.0,False,0.632,0.349,10.0,-10.289,1.0,0.0346,0.926,7.5e-05,0.294,0.307,109.981,4.0,singer-songwriter,david kushner,miserable man
BTS - Intro: Singularity,7,,97,,921446,5245716,BTS,Intro: Singularity,bts,intro: singularity,65613.0,5rNZsITjXf23iFkRA924FV,BTS,Love Yourself 轉 'Tear',Intro: Singularity,68.0,196998.0,False,0.775,0.272,1.0,-9.126,0.0,0.091,0.56,0.00278,0.112,0.198,103.991,3.0,k-pop,bts,intro: singularity
Lilly Wood and The Prick - Prayer In C,26,,99,,246938,5232859,Lilly Wood and The Prick,Prayer In C,lilly wood and the prick,prayer in c,36665.0,4MteadAdoJXNnuBIa0Q1ZK,Lilly Wood and The Prick,Invincible Friends,Prayer In C,51.0,190132.0,False,0.693,0.141,9.0,-14.368,0.0,0.0366,0.541,0.000873,0.113,0.091,94.0,4.0,french,lilly wood and the prick,prayer in c
NMIXX - O.O,7,,183,,762664,5210211,NMIXX,O.O,nmixx,o.o,65359.0,3lrNsPdn98i6rxO142pLT6,NMIXX,AD MARE,O.O,75.0,172936.0,False,0.39,0.767,11.0,-3.918,0.0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,4.0,k-pop,nmixx,o.o
BTS - Respect,5,,64,,1497545,5125127,BTS,Respect,bts,respect,65780.0,2yKBnKOmPXePrbHqRv42r4,BTS,MAP OF THE SOUL : 7,Respect,64.0,237540.0,False,0.661,0.838,0.0,-4.806,1.0,0.116,0.00491,0.0,0.287,0.526,91.463,4.0,k-pop,bts,respect
Billy Joel - Uptown Girl,4,,183,,1359446,5122197,Billy Joel,Uptown Girl,billy joel,uptown girl,34212.0,5zA8vzDGqPl2AzZkEYQGKh,Billy Joel,An Innocent Man,Uptown Girl,79.0,197706.0,False,0.701,0.944,4.0,-2.986,1.0,0.0455,0.0755,0.0,0.601,0.792,128.993,4.0,folk,billy joel,uptown girl
Stevie Wonder - Superstition - Single Version,9,,99,,977731,5089641,Stevie Wonder,Superstition - Single Version,stevie wonder,superstition - single version,37089.0,2fU4JsAoRiOam2azK907yb,Stevie Wonder,Halloween 2022,Superstition - Single Version,0.0,244826.0,False,0.637,0.745,8.0,-8.607,1.0,0.0748,0.0173,0.000554,0.0372,0.859,100.384,4.0,funk,stevie wonder,superstition - single version
The Chainsmokers - Push My Luck,7,,58,,1219395,5087553,The Chainsmokers,Push My Luck,the chainsmokers,push my luck,30860.0,4h8Pmw3RELdsanPjssyJoB,The Chainsmokers,World War Joy,Push My Luck,58.0,181853.0,False,0.563,0.645,2.0,-6.422,1.0,0.0428,0.293,0.0,0.202,0.523,89.976,4.0,edm,the chainsmokers,push my luck
Sub Urban - Cradles,8,,184,,665107,5034114,Sub Urban,Cradles,sub urban,cradles,56019.0,47UFoOuvrkt4khE7c5aap6,Sub Urban,Cradles,Cradles,76.0,209829.0,False,0.537,0.586,6.0,-1.864,1.0,0.314,0.265,7.04e-05,0.175,0.624,79.056,4.0,indie-pop,sub urban,cradles
Lady Gaga - Paparazzi,4,,145,,1331919,5010545,Lady Gaga,Paparazzi,lady gaga,paparazzi,20164.0,5LHnaiB8E3x95ZbYFmOUfk,Lady Gaga,OO's Music Grandi Successi,Paparazzi,4.0,208173.0,False,0.761,0.734,5.0,-2.871,0.0,0.0428,0.129,0.0,0.086,0.375,114.907,4.0,dance,lady gaga,paparazzi
NF - The Search,7,,134,,878976,4976343,NF,The Search,nf,the search,51812.0,2OKo7g3KfmCt3kyLvUAL0g,NF,The Search,The Search,74.0,248040.0,False,0.789,0.786,2.0,-4.788,1.0,0.297,0.596,0.0,0.0997,0.39,119.957,4.0,hip-hop,nf,the search
Lil Peep - Sex with My Ex,6,,50,,1469637,4965224,Lil Peep,Sex with My Ex,lil peep,sex with my ex,33303.0,0H1Had94fszD13qsFsP1U5,Lil Peep,"Come Over When You're Sober, Pt. 2",Sex with My Ex,67.0,213640.0,True,0.497,0.77,6.0,-4.298,1.0,0.0757,0.0472,0.0,0.102,0.47,167.892,4.0,emo,lil peep,sex with my ex
Rick James - Super Freak,3,,81,,1906535,4917429,Rick James,Super Freak,rick james,super freak,25064.0,5M8e1as5YJkh02XWaM2J5L,Rick James,Helloween Party,Super Freak,3.0,204600.0,False,0.857,0.796,9.0,-6.866,0.0,0.0527,0.079,0.0,0.0503,0.944,132.528,4.0,disco,rick james,super freak
BTS - Euphoria,6,,71,,1072345,4891545,BTS,Euphoria,bts,euphoria,65024.0,5YMXGBD6vcYP7IolemyLtK,BTS,Love Yourself 結 'Answer',Euphoria,78.0,228615.0,False,0.637,0.799,2.0,-4.518,1.0,0.0338,0.394,0.0,0.0921,0.57,104.996,4.0,k-pop,bts,euphoria
GAYLE - abcdefu (angrier),6,,147,,860984,4881812,GAYLE,abcdefu (angrier),gayle,abcdefu (angrier),3157.0,1EQFOouqdKYdpbNoOHRVO2,GAYLE,abcdefu (angrier),abcdefu (angrier),72.0,159836.0,True,0.671,0.599,4.0,-6.18,1.0,0.0405,0.0658,0.0,0.101,0.448,121.849,3.0,alternative,gayle,abcdefu (angrier)
Taylor Swift - Love Story,7,,127,,921952,4866158,Taylor Swift,Love Story,taylor swift,love story,81911.0,1D4PL9B8gOg78jiHg3FvBb,Taylor Swift,Fearless (Big Machine Radio Release Special),Love Story,77.0,236266.0,False,0.617,0.741,2.0,-3.97,1.0,0.0311,0.131,0.0,0.0772,0.306,118.984,4.0,pop,taylor swift,love story
Arctic Monkeys - Tranquility Base Hotel & Casino,5,,29,,1852011,4859074,Arctic Monkeys,Tranquility Base Hotel & Casino,arctic monkeys,tranquility base hotel & casino,38122.0,2URDbWGmPz3vhagl25p8OC,Arctic Monkeys,Tranquility Base Hotel & Casino,Tranquility Base Hotel & Casino,59.0,211967.0,True,0.584,0.835,9.0,-4.326,0.0,0.0297,0.0411,0.0147,0.199,0.781,142.2,4.0,garage,arctic monkeys,tranquility base hotel & casino
Lil Peep - Life is Beautiful,6,,69,,1222840,4844480,Lil Peep,Life is Beautiful,lil peep,life is beautiful,33074.0,5rYpwP1dHWGVMrSZbTmt3e,Lil Peep,"Come Over When You're Sober, Pt. 2",Life is Beautiful,73.0,207586.0,True,0.533,0.638,10.0,-9.411,1.0,0.0636,0.0385,0.000932,0.0758,0.324,135.056,4.0,emo,lil peep,life is beautiful
Sinéad O'Connor - Nothing Compares 2 U,3,,27,,2306199,4837180,Sinéad O'Connor,Nothing Compares 2 U,sinéad o'connor,nothing compares 2 u,99822.0,5GHY1DFWKz3Prg2V0Iodqo,Sinéad O'Connor,I Do Not Want What I Haven't Got,Nothing Compares 2 U,74.0,280040.0,False,0.512,0.574,5.0,-7.016,1.0,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,4.0,singer-songwriter,sinéad o'connor,nothing compares 2 u
BTS - Paradise,6,,71,,1097523,4806223,BTS,Paradise,bts,paradise,65516.0,1YO4xJXhh9A1Feg9k8xuy2,BTS,Love Yourself 轉 'Tear',Paradise,68.0,211223.0,False,0.551,0.828,5.0,-5.523,1.0,0.352,0.214,0.0,0.0571,0.928,139.662,4.0,k-pop,bts,paradise
Aitana - TELÉFONO,8,,140,,647783,4775962,Aitana,TELÉFONO,aitana,teléfono,104712.0,5UBF2uyFNOfCCOV7vTE8CD,Aitana,Spoiler,TELÉFONO,56.0,162506.0,False,0.696,0.829,11.0,-4.591,0.0,0.168,0.0956,0.000367,0.0922,0.543,172.184,4.0,spanish,aitana,teléfono
Tina Turner - What's Love Got to Do with It - 2015 Remaster,3,,33,,2303819,4747094,Tina Turner,What's Love Got to Do with It - 2015 Remaster,tina turner,what's love got to do with it - 2015 remaster,25491.0,3ErsOxqe2RmXkR65wkygDz,Tina Turner,Private Dancer (30th Anniversary Issue),What's Love Got to Do with It - 2015 Remaster,65.0,230240.0,False,0.855,0.48,1.0,-8.902,1.0,0.0588,0.254,2.16e-05,0.151,0.798,97.793,4.0,disco,tina turner,what's love got to do with it - 2015 remaster
BTS - Love Maze,6,,75,,1067957,4706132,BTS,Love Maze,bts,love maze,65364.0,4ROdFnoZNn2RTmwct0cVpx,BTS,Love Yourself 轉 'Tear',Love Maze,71.0,221529.0,False,0.637,0.876,9.0,-4.652,1.0,0.0618,0.0483,0.0,0.0728,0.759,149.93,4.0,k-pop,bts,love maze
BTS - Magic Shop,6,,76,,1061446,4698451,BTS,Magic Shop,bts,magic shop,65180.0,5MTGPkmiUuud9NkA0sl2nI,BTS,Love Yourself 轉 'Tear',Magic Shop,72.0,275695.0,False,0.531,0.661,1.0,-5.836,1.0,0.0907,0.103,0.0,0.0779,0.278,149.934,4.0,k-pop,bts,magic shop
BTS - 134340,6,,66,,1120047,4680376,BTS,134340,bts,134340,65503.0,1MX0g22bQkr9HDVe37fLnN,BTS,Love Yourself 轉 'Tear',134340,70.0,230063.0,False,0.665,0.687,11.0,-6.466,0.0,0.0547,0.155,9.28e-05,0.173,0.651,106.023,4.0,k-pop,bts,134340
John Mayer - XO,25,,163,,205252,4598323,John Mayer,XO,john mayer,xo,99514.0,7cpCU3Denug5NGZsSpQl8v,John Mayer,XO,XO,70.0,213626.0,False,0.431,0.377,2.0,-9.753,1.0,0.0288,0.749,0.0,0.211,0.353,173.67,4.0,singer-songwriter,john mayer,xo
The 1975 - Somebody Else,16,,101,,426658,4585739,The 1975,Somebody Else,the 1975,somebody else,2052.0,4m0q0xQ2BNl9SCAGKyfiGZ,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",Somebody Else,73.0,347525.0,True,0.618,0.793,0.0,-5.711,1.0,0.0601,0.204,0.0154,0.126,0.459,101.015,4.0,alt-rock,the 1975,somebody else
Linkin Park - Battle Symphony,7,,60,,1277593,4585680,Linkin Park,Battle Symphony,linkin park,battle symphony,3258.0,3FQCJI2t5LTbsRPfYVBSVB,Linkin Park,One More Light,Battle Symphony,64.0,216281.0,False,0.653,0.839,10.0,-5.077,1.0,0.0685,0.0369,0.0,0.068,0.669,149.034,4.0,alternative,linkin park,battle symphony
The Beatles - Come Together - Remastered 2009,14,,65,,478657,4531033,The Beatles,Come Together - Remastered 2009,the beatles,come together - remastered 2009,11055.0,2EqlS6tkEnglzr7tkKAAYD,The Beatles,Abbey Road (Remastered),Come Together - Remastered 2009,77.0,259946.0,False,0.533,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4.0,british,the beatles,come together - remastered 2009
Lil Peep - Runaway,6,,82,,1148060,4516814,Lil Peep,Runaway,lil peep,runaway,33211.0,1FBi1YWCAxlRmfuUbMINqO,Lil Peep,"Come Over When You're Sober, Pt. 2",Runaway,70.0,192760.0,True,0.399,0.591,6.0,-8.792,0.0,0.052,0.44,0.0616,0.446,0.175,79.892,3.0,emo,lil peep,runaway
